Text,Category,label
nigeria pdp sues apc and caretaker chairman buni demands his removal as yobe governor nigerias opposition peoples democratic party pdp has filed a suit before a federal high court in abuja demanding the removal,politics,0
nigeria apc screens presidential aspirants may the all progressives congress apc has scheduled the screening of its presidential aspirants for may just as,politics,0
presidency shutting me out of aso rock for being critical of buhari benue governor ortom alleges benue state governor samuel ortom on thursday accused nigerias presidency of deliberately shutting him out of aso rock and preventing,politics,0
man city prevail over arsenal in hardfought win standin skipper raheem sterling scored the only goal as manchester city returned to winning ways in their premier league clash,sports,1
uganda accuses us of subversion after envoy tries to visit bobi wines house uganda has accused the united states of trying to subvert last weeks presidential elections after the us ambassador attempted to,politics,0
new york assembly prepares to impeach governor cuomo if he doesnt resign a majority of state assembly members support beginning impeachment proceedings against gov andrew cuomo if he doesnt resign over investigative,politics,0
chemutai becomes first ugandan woman to win olympic medal peruth chemutai became the first ugandan woman ever to win an olympic medal as she claimed gold in the womens,sports,1
ronaldo denied lastgasp winner by var in chaotic draw at udinese juventus superstar cristiano ronaldo was denied a stoppagetime winner by var as udinese came from two goals down to snatch,sports,1
nigeria northern caucus considers consensus as mark lamido shoot ahead in pdp chairman race as the race for the position of the national chairman of the peoples democratic party pdp gathers momentum northern leaders,politics,0
czech coach contracts covid ahead of clash with scotland czech coach jaroslav silhavy will once again miss his teams nations league clash with scotland as he has tested positive,sports,1
desperate to stave off mass defection buhari meets aggrieved apc senators president muhammadu buhari on tuesday met with angry senators of the ruling all progressives congress apc in an attempt,politics,0
nigeria theres much to be done little time to waste in wresting power from apc atiku urges former nigeria vice president atiku abubakar on thursday received his certificate of return as the presidential candidate of the peoples,politics,0
pinnick commends eagles endeavour despite afcon ouster shifts focus to world cup playoff with ghana president of the nigeria football federation mr amaju melvin pinnick on sunday commended the efforts of the super eagles despite,sports,1
jamie vardys equaliser ends man united superb run of away wins in boxing day cracker manchester uniteds remarkable run of away victories came to an end as they missed the chance to go second in,sports,1
copa america left without hosts days from start after argentina stripped of rights the copa america has been left without a host less than two weeks before it starts after argentina was,sports,1
tottenham return to top of premier league after stalemate with london rivals chelsea a cagey draw was enough to lift tottenham back to the top of the table ahead of defending champions,sports,1
sakas first international goal secures england win over austria englands countdown to the euros continued with a narrow win over austria at riverside stadium but they suffered an,sports,1
evertons pickford hires bodyguards after threat from liverpool fans everton goalkeeper jordan pickford has reportedly been forced to hire bodyguards after allegedly receiving threats from liverpool supporters pickford was,sports,1
nigeria rivers governor wike warns expresident jonathan against falling for apcs enticement governor nyesom wike of rivers state on friday urged former president goodluck jonathan to remain in the peoples democratic party,politics,0
nigeria summons ambassador to indonesia for debriefing after assault on diplomat the nigerian government on tuesday summoned its ambassador to indonesia muhammed buba ahmed for debriefing over the circumstances surrounding the,politics,0
seven takeaways from osun gubernatorial election last saturdays election which saw pdps ademola adeleke emerge winner has left instructive takeaways that cant be glossed overread more,politics,0
aston villa tottenham kane and vinicius goals ease pressure on mourinho goals from carlos vinicius and harry kane saw tottenham earn a hardfought victory at aston villa to ease the pressure,sports,1
youre a pathetic fellow who lies to remain relevant nigerias expresident jonathan blasts exniger governor aliyu former nigeria president goodluck jonathan on saturday night described a former governor of niger state dr babangida aliyu as a,politics,0
buhari is nigerias most popular politician in generations vp osinbajo says nigerias vice president professor yemi osinbajo said at the weekend in london that president muhammadu buhari was the only politician,politics,0
uk pm johnsons replacement to be announced september the new uk prime minister to replace the outgoing boris johnson will be announced on september the ruling conservative,politics,0
puma terminates year million contract with nigerias athletic federation german sportswear manufacturing giants puma has announced the termination of its million fouryear contract with the athletics federation of nigeria afn the contract,sports,1
nigeria drama in plenary as senate majority minority leaders resign it was a day of high drama at plenary on tuesday in the nigerian senate as both the majority leader,politics,0
anxiety in pdp as supreme court hears secondus appeal on monday there is palpable tension within the peoples democratic party pdp as the supreme court will tomorrow hear the appeal filed,politics,0
bayelsa sweeps the stakes at nigerias aiteo cup finale for the first time in the history of nigerias cup competitions one state claimed both the women and men titles,sports,1
tokyo olympics organisers get plea to cancel from medical body the ioc and tokyo olympic organizers start three days of virtual meetings wednesday and will run into some of the,sports,1
pdp to convene nec meeting to consider zoning committee report nigerias main opposition the peoples democratic party pdp on thursday said it would convene a national executive committee nec meeting,politics,0
three days to deadline buhari keeps nigerians in suspense over electoral bill despite appeals from different quarters to president muhammadu buhari including the diplomatic community to sign the amended electoral bill forwarded,politics,0
pogba unhappy at man united agent says paul pogba is unhappy at manchester united and has to change teams in the next transfer window says his agent,sports,1
senegal beat egypt on penalties to win first africa cup of nations trophy senegal defeated egypt in the africa cup of nations championship match on sunday winning the continental championship for the first,sports,1
saka four rightbacks included in englands euro squad trent alexanderarnold reece james kieran trippier and kyle walker have all been included in gareth southgates man england squad for,sports,1
southgate signs new england contract till december england manager gareth southgate has signed a new contract to keep him in the role until december southgate whose,sports,1
la liga vinicius scores winner as madrid go joint top substitute vinicius junior scored the only goal as defending champions real madrid beat real valladolid to continue their unbeaten start,sports,1
nigeria inec to print ballot papers in nigeria says election materials wont be kept with cbn the independent national electoral commission inec has disclosed that the ballot papers for the elections would be printed locally,politics,0
biden says putin is a killer and russia will pay for meddling in us elections united states president joe biden has said russian president vladimir putin is going to pay following a us intelligence report,politics,0
algerians angered about frances lack of apology for war role algerians are calling on france to acknowledge the crimes it committed in the algerian war of with a statement from the,politics,0
despite home loss psg reach champions league semis at the expense of holders bayern paris saintgermain reached the semifinals of the champions league on away goals despite a secondleg loss to bayern munich,sports,1
chelsea condemn liverpool to fifth straight defeat at anfield first in reds history mason mount gave chelsea a crucial victory in the race for the champions league as his strike condemned liverpool to,sports,1
i will not yield biden says as voting rights battle heats up united states president joe biden has said he backs an effort to change senate rules in order to pass voting,politics,0
nigeria vp osinbajo congratulates tinubu says sterling contributions to democracy stand him out nigerias vice president yemi osinbajo congratulated bola tinubu on his emergence as presidential candidate of the ruling all progressives congress,politics,0
russian olympian valieva had three heart drugs in her system report russian figure skater kamila valieva who has been at the center of a doping scandal throughout the beijing olympics had,sports,1
arsenal boss arteta confirms partey injury with midfielder set for scan the ghana international was forced off during the defeat against aston villa and faces a nervous wait to discover the,sports,1
brazil to open copa america against venezuela in brasilia rio to host final hosts brazil will open the copa america with a game against venezuela in the capital brasilia while the final will,sports,1
usyk stuns joshua by unanimous decision to become unified heavyweight champion oleksandr usyk is the new unified heavyweight world champion after dethroning anthony joshua with an incredible performance in london the,sports,1
chinese tennis star peng denies she made sexual assault accusation chinese tennis star peng shuai said on sunday that she had never accused anyone of sexually assaulting her and that,sports,1
dutch pm rutte survives noconfidence vote despite censure dutch prime minister mark ruttes chances of forming a new government were dealt a serious blow on friday as parliament,politics,0
arsenal edge fulham closer to relegation after lastgasp nketiah equaliser arsenal scored a lastgasp equaliser to rescue a draw against fulham at the emirates stadium on sunday eddie nketiah,sports,1
valencia score three penalties thrash madrid carlos soler scored three penalties as valencia thrashed real madrid in an extraordinary la liga match on sunday karim benzema,sports,1
arsenal chelsea young gunners stun blues in london derby arsenal stunned chelsea with a boxing day victory over their london rivals to ease the pressure on mikel arteta,sports,1
federers return to court uncertain as he needs third knee surgery to be out for many months roger federers return to the court is uncertain and says he is going to miss the us open and be,sports,1
zamalekal ahly final to be played behind closed doors fridays caf champions league final between zamalek and al ahly will be played behind closed doors the confederation of african,sports,1
new schedule for tokyo olympics torch relay the olympic torch relay will now start its journey march from the jvillage national training centre in fukushinma,sports,1
rashford scores hattrick as man united thump rb leipzig marcus rashford came off the bench to score a clinical hattrick as manchester united continued their recent momentum by taking,sports,1
nigeria anxiety as pdp national caucus nec meet on monday over presidential ticket there is anxiety among members of the peoples democratic party pdp as the national caucus of the main opposition party,politics,0
nigeria house insists section of electoral act still alive heads to court next week nigerias house of representatives on thursday said the electoral act recently signed into law by president muhammadu buhari was still,politics,0
nigeria nsa monguno warns ipob not to disrupt anambra election the national security adviser nsa major general babagana monguno on monday warned that nobody or group should test the resolve,politics,0
tinubu is cornered hes taken sides against christians says former sgf babachir lawal a former secretary to the government of the federation babachir lawal on tuesday wrote a letter to his friend and,politics,0
spain defeat switzerland in shootout advance to euro semifinals spain reached the euro semifinals on friday after prevailing in a nervy penalty shootout against dogged switzerland who,sports,1
super eagles seek motivating win against ecuador in new jersey nigerias super eagles will on thursday conclude their tour of the united states of america with a match against ecuador,sports,1
kaduna pdp delegate spends nm of election largesse on less privileged payment of exam fees tanko rossi sabo one of the delegates in the just concluded primary elections of the peoples democratic party pdp from,politics,0
leicester man city mendy jesus on target as city saunter towards title gabriel jesus marked his birthday with a goal as manchester city moved a step closer to the premier league title,sports,1
furywilder iii promoter looking outside us uk for trilogy fight tyson furys promoter frank warren has suggested the trilogy fight against deontay wilder could yet take place outside of the,sports,1
super eagles land in camp ahead of algeria tunisia friendlies defender kenneth omeruo and forward moses simon were among the early arrivals at the super eagles hotel die zeit an,sports,1
benin court approves president talons election win benins constitutional court has approved the election results that showed president patrice talon had won president talon won with,politics,0
lewis hamilton racially abused online after british grand prix win lewis hamilton has been the target of racist abuse on social media after his victory at sundays british grand prix,sports,1
nigeria meets cameroon over repatriation of borno refugees the national commission for refugees migrants and internally displaced persons ncfrmi has met officials of cameroon and the united nations,politics,0
endsars protests an attempt to effect regime change in nigeria says former health insurance boss a nigerian professor and former executive secretary of the national health insurance scheme usman yusuf says the endsars demonstrations were,politics,0
nigeria declare state of emergency on security pdp tells buhari nigerias main opposition political party the peoples democratic party pdp has asked the countrys president muhammadu buhari to as a,politics,0
spain humiliate germany qualify for nations league finals manchester city winger ferran torres scored his first career hattrick as spain inflicted germanys heaviest competitive defeat and joined france,sports,1
qatar super eagles to play ghanas black stars for world cup place the year old rivalry between nigeria and ghana on the football field will hit a combustible point in march when,sports,1
haaland scores four as dortmund thrash hertha berlin erling braut haaland scored four secondhalf goals as borussia dortmund recovered from a goal down to thrash hertha berlin and,sports,1
afcon at least eight killed in crush at yaounde stadium at least eight people have been killed and dozens more injured in a crush outside an africa cup of nations,sports,1
biden warns of us peril from trumps dagger at democracy president joe biden forcefully blamed donald trump and his supporters thursday for holding a dagger at the throat of democracy,politics,0
nigeria vp osinbajo in delta state promises to return nigeria to pride of place nigerias vicepresident yemi osinbajo on thursday in asaba delta state met with delegates and reiterated his determination to return nigeria,politics,0
myanmar coup china blocks un condemnation as protest grows china has blocked a un security council statement condemning the military coup in myanmar the military took power in the,politics,0
fa cup draw everton host man city leicester face man utd in quarterfinals everton will host premier league leaders manchester city and leicester city face manchester united in the quarterfinals of the fa,sports,1
nigeria apc leaders fuelling terrorism pdp tells kaduna governor elrufai the peoples democratic party pdp said the expression of frustration over the security situation and threats by governor nasir elrufai,politics,0
a new republic is born barbados celebrates ditching britains queen barbados a former british colony will next week ditch queen elizabeth as head of state breaking its last remaining imperial,politics,0
nigeria rivers governor wike not at war with fg over tax collection rivers state governor mr nyesom wike said at the weekend that the state was not at war with the federal,politics,0
china will eat our lunch biden warns after clashing with xi on most fronts us president joe biden and his chinese counterpart xi jinping held their first phone call as leaders and appeared at,politics,0
us senate republicans block bidenbacked voting reforms republicans in the united states senate blocked debate tuesday on sweeping election reform legislation proposed by democrats and backed by,politics,0
nigeria ebonyi governor umahi indicts herders over recent attacks says youths may fight back ebonyi state governor david umahi has indicted herders in the state over recent attacks by gunmen in some communities warning that the federal,politics,0
nigeria in deft political move buharis men set to dominate incoming apc national working committee in a demonstration of deft skill and intriguing art of political manoeuvring president muhammadu buharis men appear to have,politics,0
transport challenges may mar governorship election in parts of ondo state security personnel including policemen and members of the nigeria security and civil defence corps are finding it difficult to commute,politics,0
abiodun amosun apc in war of words over alleged rigging of governor into office amosun declared that he was not in support of abioduns administration saying he must be removedread more,politics,0
it continues real madrid president florentino perez speaks on super league real madrid president florentino perez says the super league continues and nothing has failed as the three clubs who maintain,sports,1
arsenal complete m signing of ghanaian midfielder thomas partey from atletico madrid arsenal have completed the signing of thomas partey from atletico madrid the club confirmed monday with lucas torreira heading in,sports,1
we need help haitis interim leader requests us troops haitis interim government said it asked the us to deploy troops to protect key infrastructure as it tries to stabilize,politics,0
nigeria governing apc holds local government congresses on saturday amid controversies with the dusts raised by the legal challenges to the status of mai mala buni as the interim chairman of,politics,0
nigerias senior lawyers condemn political interference in appointment of judges the body of senior advocates of nigeria bosan on monday decried the continued interference of the executive arm of government,politics,0
violence erupts over jailing of former south africa president zuma south african police have arrested people and one of the countrys biggest highways remained closed over violent protests against,politics,0
neymar overtakes ronaldo now brazils alltime second leading scorer after pele neymar moved second behind pele in brazils alltime leading scorer list by scoring a hattrick in their world cup,sports,1
nigeria game on as appeal court clears pdp for national convention an appeal court sitting in port harcourt rivers state on friday dismissed the appeal of the suspended national chairman of,politics,0
fox news sued for bn over us election fraud claims dominion voting systems has filed a bn bn defamation lawsuit against fox news arguing it promoted baseless claims of voterigging,politics,0
biden blames trump for downplaying cyberattack on us government united states presidentelect joe biden warned the recently uncovered cyberassault on government computers had compromised us national security and would,politics,0
russia threatened to ram us ship in sea of japan russia says one of its warships caught and chased off a us navy destroyer after it entered territorial waters in,sports,1
biden rejects blame for shock virginia election defeat joe biden has rejected suggestions that his democratic partys shock loss in the virginia governors race was a verdict on,politics,0
ill never leave pdp rivers governor wike insists as manipulated video goes viral governor of rivers state nyesom wike has condemned a purported manipulated video circulating on social media that he has defected,politics,0
oleksandr usykanthony joshua heavyweight title rematch confirmed for august in saudi arabia the heavyweight title rematch between oleksandr usyk and anthony joshua is now set for aug in jeddah saudi arabia,sports,1
nigeria at a crossroads parliament leaders lawan gbajabiamila say the president of the senate dr ahmad lawan and the speaker of the house of representatives hon femi gbajabiamila wednesday,politics,0
nigeria youth groups storm apc convention endorse central bank chief emefiele for president various groups of youths from across the country in their hundreds stormed the venue of the apc convention in abuja,politics,0
nigeria electoral commission presses for law to transmit results electronically nigerias independent national electoral commission inec on thursday called for legislation to transmit the results of elections electronically the,politics,0
nigeria football boss pinnick intervenes to quell mutiny in super eagles after nigerias draw with sierra leone in an afcon qualifier and the bad blood that erupted in super,sports,1
thisday projects with northern presidential candidate pdp set to lose key southern states in although the decision by the opposition peoples democratic party pdp to throw its presidential ticket open has not been,politics,0
nigerias presidency replies critics washes hands off media bills the presidency has washed its hands off the current attempt by the national assembly to amend the nigerian press council,politics,0
uk freezes chelsea owner roman abramovichs assets club sale and ticket sales stopped a proposed sale of chelsea fc one of europes leading soccer teams was effectively blocked by the british government on,sports,1
incumbent museveni takes early lead in uganda vote count as opposition alleges widespread fraud ugandas president yoweri museveni has taken a significant early lead in the presidential race according to preliminary results released by,politics,0
ioc aims to vaccinate as many tokyo olympic participants as possible a fiveparty meeting was held on wednesday for the tokyo games where the international olympic committee president thomas bach,sports,1
world leaders congratulate biden hope for renewed cooperation with us world leaders welcomed into their ranks the new us president joe biden noting their most pressing problems including the covid,politics,0
madrid striker benzema to face trial over sex tape karim benzema will face trial for his alleged involvement in an attempted blackmail case linked to a sex tape featuring,sports,1
england must hunt down teams like wales to become worlds best southgate says manager gareth southgate says england must hunt down teams like topranked belgium if they are to become the best team,sports,1
man united southampton ruthless red devils make title statement vs sorry saints manchester united ruthlessly dispatched nineman southampton to kickstart their premier league title hopes with a win on wednesday night,sports,1
rohr targets six points against leone stars as super eagles undergo covid test ahead of the afcon qualifier against sierra leone on friday in benin city all super eagles players and officials,sports,1
nigeria kola abiola defeats bugaje to win prps presidential ticket kola son of late moshood abiola acclaimed winner of the june presidential election has won the presidential ticket,politics,0
katsina governor masari says politics is about fair leadership not religion as northern christians take protest to buhari gov aminu bello masari on friday waved aside the disapproval of the muslimmuslim presidential ticket of the apcread more,politics,0
anthony joshua looking in great shape ahead of heavyweight title with pulev anthony joshua looks to be in impressive shape ahead of his december showdown with kubrat pulev with wins to,sports,1
haiti president jovenel mose assassinated at home haitian president jovenel mose was assassinated in an attack on his private residence the countrys interim prime minister said in,politics,0
italy edge spain via penalties to reach euro final italy has advanced to the final of euro with a penalty defeat of spain after the game finished,sports,1
nigeria pdp says presidential ticket open to all unmoved by loud agitation for a presidential candidate from the southern part of nigeria the leadership of the peoples democratic,politics,0
messi scores fati nets brace as barcelona pummel villareal in liga opener lionel messi scored a penalty as ronald koemans era as barcelona boss began with a comfortable la liga win over,sports,1
man united complete lisandro martinez signing from ajax in m deal manchester united have vompleted the signing of lisandro martinez from ajax amsterdam in m dealread more,sports,1
man city lose m in due to pandemic manchester city have revealed the full impact of the covid pandemic on the club by reporting a net loss of,sports,1
man city beat everton go points clear with th straight win manchester city moved points clear at the premier league summit with a win over everton their th successive,sports,1
melbourne enters new lockdown barring australian open crowds australias secondmost populous city will enter a fiveday snap coronavirus lockdown authorities said on friday barring spectators for much of,sports,1
nigeria president buhari accuses state governors of rewarding bandits with money vehicles nigerias president muhammadu buhari has warned state governors on the dangers of rewarding armed bandits stating that such policies can,politics,0
biden sounds alarm at virtual summit about global democracy president joe biden on thursday opened the first white house summit for democracy by sounding an alarm about a global,politics,0
vote us out in if youre uncomfortable with current lawmakers senate president tells nigerians nigerias senate president ahmad lawan has asked citizens to focus and engage more on debates of what the national assembly means to,politics,0
champions league barcelona edge past dynamo kyiv barcelona registered three wins from three in the champions league as they beat a depleted dynamo kyiv to go top,sports,1
jose mourinho sacked by tottenham after months in charge premier league side tottenham has sacked manager jose mourinho just days before the carabao cup final against manchester city and,sports,1
lacazettes penalty seals comeback win as arsenal win tottenham arsenal fought back from a goal down to beat tottenham and claim bragging rights with a north london derby,sports,1
nigeria leading sociocultural groups back reps summon of president buhari the panyoruba sociocultural group afenifere northern elders forum nef and the civil society legislative advocacy centre cislac are three notable,politics,0
nigerias northwest governors seek more time for ranching apparently identifying open grazing as the root cause of the prevailing tension between herders and farmers nationwide northwest governors at,politics,0
buhari to consider amnesty for biafra separatist leader kanu though president muhammadu buhari on friday declared that an unconditional release of the leader of the outlawed indigenous people of,politics,0
convict trump or face damage to american democracy prosecutors say dire harm from donald trumps false and violent incitements will affect american democracy long into the future unless the senate,politics,0
nigeria president buharis aide onochie denies being member of any political party a nigerian presidential aide lauretta onochie has denied being a member of any political party in the country onochie made,politics,0
breaking ed woodward resigns as vicechairman of man united over super league backlash ed woodward has resigned as the executive vicechairman of manchester united talksport is reporting sources told the media outfit that,sports,1
djokovic admits breaking isolation while covid positive novak djokovic knew he had tested positive for covid when he attended a newspaper interview and photo shoot at his,sports,1
chelsea man city fans involved in violent clashes in porto ahead of champions league final english fans descending on porto for the champions league final were involved in violent clashes on thursday night the uk,sports,1
merchants of hate selling purported plan to replace sanwoolu as lagos governor declares gac the apex leadership body in the lagos state chapter of the all progressives congress apc governors advisory council gac has,politics,0
nigeria court strikes out suit challenging former vp atikus nigerian citizenship justice inyang ekwo of the federal high court abuja on monday struck out a suit challenging the nigerian citizenship of,politics,0
difficult decision roman abramovich confirms plans to sell chelsea for bn after years in charge roman abramovich has confirmed reports that he has decided to sell chelsea with the proceeds going to a charitable foundation,sports,1
nigeria vp osinbajo ive not declared interest in presidential election nigerias vice president prof yemi osinbajo on monday said he has not declared interest in the presidential election rather,politics,0
tottenham wolfsberger agg dele alli stars as spurs cruise into europa league last dele alli scored a magnificent overhead kick as tottenham eased into the last of the europa league on wednesday evening,sports,1
nigeria osinbajo support groups strategise to beat moneybags during presidential primary representatives of about osinbajo support groups on wednesday met in abuja to strategise and mobilise delegates with the aim,politics,0
champions league lukaku header gives chelsea win over zenit chelsea opened their defence of the champions league with a victory as romelu lukaku finally pierced zenit st petersburgs stubborn,sports,1
cristiano ronaldo requests man united transfer to play in champions league cristiano ronaldo has made an official request to leave manchester united this summer so he can continue to play champions,sports,1
ighalo recalled ndidi returns for nigerias world cup qualifiers against liberia cape verde head coach gernot rohr has listed team captain ahmed musa deputy captain william ekong defenders kenneth omeruo and leon balogun,sports,1
rule me out of race for nigeria vice president says borno governor zulum borno state governor prof babagana zulum on thursday said he should be ruled out of the contest for the nations,politics,0
nigeria vp osinbajo to announce presidential bid after february apc convention nigerias vice president yemi osinbajo has concluded plans to announce his presidential ambition immediately after the all progressives congress apc,politics,0
andy ruiz jr recovers from knockdown to beat arreola by unanimous decision former world heavyweight champion andy ruiz jr survived an early knockdown to beat chris arreola by unanimous decision in california,sports,1
nigerias house adopts etransmission of results where practicable opposition walks out nigerias house of representatives friday passed the electoral act amendment bill amid a walkout staged by opposition members with the,politics,0
lacazettes goal gives transformed arsenal second consecutive win alexandre lacazette scored seconds after coming off the bench to give arsenal a hardfought win over brighton the,sports,1
spanish media barcelonas champions league exit a resignation from football elite one spanish newspaper called it barcelonas resignation from the football elite as their dramatic decline culminated in a generational event,sports,1
nigeria southern presidency gathers momentum as benue governor ortom middle belt endorse demand the quest for southern presidency in gathered momentum on tuesday as benue state governor mr samuel ortom the middle,politics,0
unacceptable turkeys president erdogan slams biden over killer putin comment turkish president recep tayyip erdogan said on friday that us president joe bidens comments about russias leader vladimir putin in,politics,0
serie a snchez scores twice as inter beat parma to go points clear alexis snchez scored twice to help inter milan win at relegationthreatened parma on thursday to open up a sixpoint,sports,1
to avoid friction with trump mexicos president wont congratulate biden until legal challenges resolved mexican president andres manuel lopez obrador said on saturday he would not congratulate a winner of the us presidential election,politics,0
ligue messi ramos donnarumma presented to fans as psg win again lionel messi was introduced to the paris stgermain fans before saturdays win over man strasbourg the former barcelona star was,sports,1
nigeria bello serves notice for apc nec meeting moves to stabilise party in a move meant to establish and consolidate his leadership the niger state governor and acting national chairman of,politics,0
nigeria dont direct yoruba to support any aspirant in obasanjo tells ooni former president olusegun obasanjo on saturday urged the ooni of ife oba adeyeye ogunwusi not to direct the yoruba people,politics,0
shirt sponsor three suspends deal with chelsea amid abramovich sanctions chelsea shirt sponsor three have suspended their deal with the club amid the sanctions that have been issued upon roman,sports,1
santos say messi needs more goals to break peles record lionel messi has not broken peles goalscoring record for a single club and will have to score more barcelona,sports,1
ebonyi governor umahi deputy appeal judgement sacking them as inec awaits certified true copy in an effort to reverse a ruling by the federal high court abuja which ordered their removal from office governor,politics,0
change of government as israel gets new prime minister ending netanyahus year rule israels parliament has put an end to benjamin netanyahus yearlong tenure as prime minister in a vote on sunday approving,politics,0
antiolympics campaign gains traction online in japan an online petition calling for the tokyo olympics to be cancelled has garnered almost signatures in the past few,sports,1
china opens olympics with lockdown and boycotts chinese president xi jinping declared the winter olympics open friday night inviting the world back sort of for,sports,1
kano governor gandujes aide arrested after calling on president buhari to resign nigerias secret police the department of state services dss has arrested salihu tankoyakasai a social media aide to kano state,politics,0
president lungu aims to fend off perennial rival hichilema as zambia votes in tense polls zambians are voting in nationwide elections after a tense campaign dominated by economic woes and the impact of the coronavirus,politics,0
nigeria ayu emerges consensus pdp chairmanship candidate northern stakeholders of the opposition peoples democratic party pdp have picked former senate president dr iyorchia ayu as the consensus,politics,0
belarus olympic athlete safe under police protection belarusian sprinter krystsina tsimanouskaya has said she is safe and under police protection in japan after claiming she had been,sports,1
voters not court should choose leaders nigerias expresident jonathan says former president goodluck jonathan monday canvassed the overhaul of the electoral process to make the electorate the ultimate decisionmakers in,politics,0
australias perth enters lockdown as brisbane braces for curbs brisbane is set to become the fourth major australian city in lockdown as officials told residents to stay at home,sports,1
exciting prospects pinnick takes positives as ecuador pip nigeria in new jersey president of the nigeria football federation and fifa council member mr amaju melvin pinnick would have wanted a win for,sports,1
nigeria apc has no zoning agreement on presidency says kogi governor bello kogi state governor alhaji yahaya bello on sunday rekindled the controversy over the rotational presidency with a declaration that the,politics,0
aisha buhari cup black queens beat lionesses the buzz of the maiden edition of aisha buhari invitational womens tournament got louder on monday as the secretary general,sports,1
afcon awaziem back to fitness as super eagles face guinea bissau test versatile defender chidozie awaziem has been confirmed by super eagles medics to have returned to full fitness on the,sports,1
new york legislature wont impeach cuomo after he quits the new york state assembly will suspend its investigation of gov andrew cuomo once he steps down after its leader,politics,0
nigeria buhari didnt tell governors to pick consensus presidential candidate presidential spokesperson femi adesina on friday faulted claims that president muhammadu buhari asked members of the pgf to pick a,politics,0
sky sports in usyk joshua faces toughest opponent of his career victory would be his greatest yet there was a mischievous moment this week when oleksandr usyks entourage found anthony joshuas car and while laughing they inscribed,sports,1
bayern dortmund committed to champions league reforms not super league bvb ceo bundesliga clubs borussia dortmund and bayern munich have opted to proceed with champions league reforms rather than participate in the,sports,1
three judges involved in conflicting exparte orders to appear before nigerias judicial council chief justice of nigeria tanko muhammad has ordered three judges involved in granting conflicting exparte orders to appear before the,politics,0
nigeria atiku wike makinde others in supremacy battle for control of pdp former vice president atiku abubakar rivers state governor chief nyesom wike and the governor of oyo state mr seyi makinde,politics,0
nigeria southeast pdp backs southern governors stance on zoning of presidency in the peoples democratic party pdp in nigerias southeast geopolitical zone has aligned with the position of the southern governors forum,politics,0
ekiti pdp primary oni accuses ayus nwc fayose of sellout peoples democratic party pdp governorship aspirant in ekiti state in the just concluded primary election segun oni has accused the,politics,0
liverpools mane tests positive for coronavirus liverpools sadio mane has tested positive for coronavirus and is currently selfisolating mane who started and scored in mondays,sports,1
rome confirmed as ninth definite host for euro uefa has confirmed rome as the ninth definite euro host this summer the italian capital had been due to,sports,1
nigeria president cant ask court to remove a law he signed supreme court says nigerias supreme court on friday struck out the suit challenging section of the electoral act banning political appointees,politics,0
amusan reignites shoe technology debate after recordbreaking display shoe technology has come into focus since records started tumbling last year with world athletics trying to draw a line,sports,1
debates for uganda presidential candidates postponed indefinitely the ugandan presidential candidates twoday debate has been cancelled indefinitely according to local media reports the interreligious council that was,politics,0
chelsea host liverpool in early matchup between premier league favourites chelseas significant summer spending spree has resulted in some people tipping them to challenge for liverpools crown this season and,sports,1
nigeria pdp will adopt consensus presidential candidate in says benue governor ortom benue state governor samuel ortom on tuesday said the peoples democratic party pdp would adopt consensus option for the emergence,politics,0
netanyahus fate hangs in the balance as israel votes tuesday israelis began voting on tuesday in the countrys fourth parliamentary election in two years a highly charged referendum on,politics,0
zouma fined by west ham loses sponsor over animal abuse kurt zouma was fined two weeks salary by west ham and lost his sponsorship deal with adidas on wednesday,sports,1
nigeria with elders intervention pdp chairman secondus retains his seat the intervention thursday by some political elders in the peoples democratic party pdp saved the embattled national chairman of the,politics,0
trump ivanka don jr subpoenaed by new york attorney general new yorks attorney general has issued subpoenas to former president donald trump and his two eldest children in connection with,politics,0
thread with caution apc chair adamu threatens renegade placeholder machina over yobe senate seat national chairman of the all progressives congress apc senator abdullahi adamu on thursday resorted to subtle threats against mr bashir,politics,0
man united punish wasteful wolves after david de gea save to set new unbeaten run record mason greenwood drove home with just minutes left to deny a dominant wolves side as manchester united set a,sports,1
israel election netanyahu falls short of majority in exit polls prime minister benjamin netanyahu is predicted to fall short of securing the seats needed to form a new government in,politics,0
trailing in national polls trump attacks biden at pennsylvania rally with election day just three weeks away us president donald trump and his democratic challenger joe biden concentrated on battleground,politics,0
kanye west launches video for us presidential campaign us rapper kanye west has released the first advertisement for his presidential campaign just days ahead of election day west,politics,0
south africa cricket coach boucher charged over racism allegation cricket south africa csa has charged the mens national team coach mark boucher with gross misconduct after he was accused,sports,1
world champions france held by ukraine in lacklustre opening world cup qualifier france kicked off their world cup qualifying campaign in unconvincing fashion as they were held to a home draw,sports,1
us musk says he prefers less divisive candidate than trump in billionaire elon musk made clear on thursday that even though he wants twitter to lift its permanent ban on former,politics,0
a big challenge italys roman fortress awaits wales in eyecatching euro clash wales are within touching distance of the euro knockout stage as they visit rome for their final group game,sports,1
nigeria governing apc senators move to delegitimise future elections democracy as the senate committee on independent national electoral commission inec tables its report on the electoral act amendment bill,politics,0
vote count begins in zambias closely fought elections electoral officials in zambia has commenced vote counting following the successful staging of the southern african nations general elections after,politics,0
seiko hashimoto takes over as tokyo olympics chief japans olympics minister seiko hashimoto a former olympian who competed in seven games has taken over as tokyo s new,sports,1
